timestamp,zone,consumption_kwh,solar_generation_kwh,grid_load_pct
2025-12-11 07:58:54.326396,Banjara Hills,428.85,23.27,48.3
2025-12-11 08:58:54.326396,Banjara Hills,854.37,45.37,96.3
2025-12-11 09:58:54.326396,Banjara Hills,809.83,76.21,87.3
2025-12-11 10:58:54.326396,Banjara Hills,817.01,133.83,81.3
2025-12-11 11:58:54.326396,Banjara Hills,863.24,193.66,79.7
2025-12-11 12:58:54.326396,Banjara Hills,833.69,199.85,75.5
2025-12-11 13:58:54.326396,Banjara Hills,857.78,239.52,73.6
2025-12-11 14:58:54.326396,Banjara Hills,781.33,192.87,70.1
2025-12-11 15:58:54.326396,Banjara Hills,841.22,134.95,84.1
2025-12-11 16:58:54.326396,Banjara Hills,861.85,126.14,87.6
2025-12-11 17:58:54.326396,Banjara Hills,928.58,89.19,99.9
2025-12-11 18:58:54.326396,Banjara Hills,888.69,43.01,100.7
2025-12-11 19:58:54.326396,Banjara Hills,456.2,21.67,51.7
2025-12-11 20:58:54.326396,Banjara Hills,433.8,9.89,50.5
2025-12-11 21:58:54.326396,Banjara Hills,401.35,3.86,47.3
2025-12-11 22:58:54.326396,Banjara Hills,458.11,1.12,54.4
2025-12-11 23:58:54.326396,Banjara Hills,398.21,0.36,47.4
2025-12-12 00:58:54.326396,Banjara Hills,412.18,0.0,49.1
2025-12-12 01:58:54.326396,Banjara Hills,395.96,0.02,47.1
2025-12-12 02:58:54.326396,Banjara Hills,444.2,0.08,52.9
2025-12-12 03:58:54.326396,Banjara Hills,448.92,0.43,53.4
2025-12-12 04:58:54.326396,Banjara Hills,423.31,1.35,50.2
2025-12-12 05:58:54.326396,Banjara Hills,497.46,4.51,58.7
2025-12-12 06:58:54.326396,Banjara Hills,409.44,9.22,47.6
2025-12-12 07:58:54.326396,Banjara Hills,399.07,20.29,45.1
2025-12-12 08:58:54.326396,Banjara Hills,815.92,41.91,92.1
2025-12-12 09:58:54.326396,Banjara Hills,843.5,67.13,92.4
2025-12-12 10:58:54.326396,Banjara Hills,886.64,126.84,90.5
2025-12-12 11:58:54.326396,Banjara Hills,950.48,175.19,92.3
2025-12-12 12:58:54.326396,Banjara Hills,879.01,199.9,80.8
2025-12-12 13:58:54.326396,Banjara Hills,764.05,234.25,63.1
2025-12-12 14:58:54.326396,Banjara Hills,788.24,189.03,71.3
2025-12-12 15:58:54.326396,Banjara Hills,809.15,166.92,76.5
2025-12-12 16:58:54.326396,Banjara Hills,786.57,124.88,78.8
2025-12-12 17:58:54.326396,Banjara Hills,845.08,87.74,90.2
2025-12-12 18:58:54.326396,Banjara Hills,930.69,40.74,105.9
2025-12-12 19:58:54.326396,Banjara Hills,406.72,25.91,45.3
2025-12-12 20:58:54.326396,Banjara Hills,404.93,9.76,47.0
2025-12-12 21:58:54.326396,Banjara Hills,447.56,3.72,52.8
2025-12-12 22:58:54.326396,Banjara Hills,392.93,1.38,46.6
2025-12-12 23:58:54.326396,Banjara Hills,469.25,0.39,55.8
2025-12-13 00:58:54.326396,Banjara Hills,439.7,0.0,52.3
2025-12-13 01:58:54.326396,Banjara Hills,435.39,0.02,51.8
2025-12-13 02:58:54.326396,Banjara Hills,430.11,0.08,51.2
2025-12-13 03:58:54.326396,Banjara Hills,410.91,0.3,48.9
2025-12-13 04:58:54.326396,Banjara Hills,444.1,0.95,52.8
2025-12-13 05:58:54.326396,Banjara Hills,407.96,2.62,48.3
2025-12-13 06:58:54.326396,Banjara Hills,440.71,6.19,51.7
2025-12-13 07:58:54.326396,Banjara Hills,431.6,16.35,49.4
2025-12-13 08:58:54.326396,Banjara Hills,742.09,27.22,85.1
2025-12-13 09:58:54.326396,Banjara Hills,813.08,55.78,90.2
2025-12-13 10:58:54.326396,Banjara Hills,777.84,90.13,81.9
2025-12-13 11:58:54.326396,Banjara Hills,946.3,121.11,98.2
2025-12-13 12:58:54.326396,Banjara Hills,902.84,130.35,92.0
2025-12-13 13:58:54.326396,Banjara Hills,814.8,146.97,79.5
2025-12-13 14:58:54.326396,Banjara Hills,878.39,160.59,85.5
2025-12-13 15:58:54.326396,Banjara Hills,802.71,129.77,80.1
2025-12-13 16:58:54.326396,Banjara Hills,881.92,103.62,92.7
2025-12-13 17:58:54.326396,Banjara Hills,911.53,56.63,101.8
2025-12-13 18:58:54.326396,Banjara Hills,832.5,39.99,94.3
2025-12-13 19:58:54.326396,Banjara Hills,404.58,16.98,46.1
2025-12-13 20:58:54.326396,Banjara Hills,424.72,6.87,49.7
2025-12-13 21:58:54.326396,Banjara Hills,413.17,2.1,48.9
2025-12-13 22:58:54.326396,Banjara Hills,384.96,0.9,45.7
2025-12-13 23:58:54.326396,Banjara Hills,397.95,0.29,47.3
2025-12-14 00:58:54.326396,Banjara Hills,437.69,0.0,52.1
2025-12-14 01:58:54.326396,Banjara Hills,433.39,0.02,51.6
2025-12-14 02:58:54.326396,Banjara Hills,463.71,0.07,55.2
2025-12-14 03:58:54.326396,Banjara Hills,407.82,0.28,48.5
2025-12-14 04:58:54.326396,Banjara Hills,442.56,1.03,52.6
2025-12-14 05:58:54.326396,Banjara Hills,419.51,2.68,49.6
2025-12-14 06:58:54.326396,Banjara Hills,403.97,7.41,47.2
2025-12-14 07:58:54.326396,Banjara Hills,429.82,17.84,49.0
2025-12-14 08:58:54.326396,Banjara Hills,799.21,26.17,92.0
2025-12-14 09:58:54.326396,Banjara Hills,886.04,61.55,98.2
2025-12-14 10:58:54.326396,Banjara Hills,805.51,85.14,85.8
2025-12-14 11:58:54.326396,Banjara Hills,827.68,121.14,84.1
2025-12-14 12:58:54.326396,Banjara Hills,791.79,170.58,74.0
2025-12-14 13:58:54.326396,Banjara Hills,803.83,181.17,74.1
2025-12-14 14:58:54.326396,Banjara Hills,849.73,160.76,82.0
2025-12-14 15:58:54.326396,Banjara Hills,855.62,121.59,87.4
2025-12-14 16:58:54.326396,Banjara Hills,696.9,91.01,72.1
2025-12-14 17:58:54.326396,Banjara Hills,785.14,60.92,86.2
2025-12-14 18:58:54.326396,Banjara Hills,849.32,35.86,96.8
2025-12-14 19:58:54.326396,Banjara Hills,399.82,15.04,45.8
2025-12-14 20:58:54.326396,Banjara Hills,366.58,6.4,42.9
2025-12-14 21:58:54.326396,Banjara Hills,445.18,2.31,52.7
2025-12-14 22:58:54.326396,Banjara Hills,448.91,0.96,53.3
2025-12-14 23:58:54.326396,Banjara Hills,423.87,0.28,50.4
2025-12-15 00:58:54.326396,Banjara Hills,461.33,0.0,54.9
2025-12-15 01:58:54.326396,Banjara Hills,438.95,0.02,52.3
2025-12-15 02:58:54.326396,Banjara Hills,413.83,0.11,49.3
2025-12-15 03:58:54.326396,Banjara Hills,395.27,0.38,47.0
2025-12-15 04:58:54.326396,Banjara Hills,408.76,1.33,48.5
2025-12-15 05:58:54.326396,Banjara Hills,441.15,4.03,52.0
2025-12-15 06:58:54.326396,Banjara Hills,408.0,8.51,47.6
2025-12-15 07:58:54.326396,Banjara Hills,412.26,21.49,46.5
2025-12-15 08:58:54.326396,Banjara Hills,897.68,46.14,101.4
2025-12-15 09:58:54.326396,Banjara Hills,829.46,73.68,90.0
2025-12-15 10:58:54.326396,Banjara Hills,843.56,136.41,84.2
2025-12-15 11:58:54.326396,Banjara Hills,832.62,180.4,77.6
2025-12-15 12:58:54.326396,Banjara Hills,871.52,214.15,78.3
2025-12-15 13:58:54.326396,Banjara Hills,827.79,193.6,75.5
2025-12-15 14:58:54.326396,Banjara Hills,883.1,198.11,81.5
2025-12-15 15:58:54.326396,Banjara Hills,787.55,174.48,73.0
2025-12-15 16:58:54.326396,Banjara Hills,737.23,145.59,70.4
2025-12-15 17:58:54.326396,Banjara Hills,906.18,94.79,96.6
2025-12-15 18:58:54.326396,Banjara Hills,801.73,44.39,90.2
2025-12-15 19:58:54.326396,Banjara Hills,387.21,23.34,43.3
2025-12-15 20:58:54.326396,Banjara Hills,392.48,9.65,45.6
2025-12-15 21:58:54.326396,Banjara Hills,438.09,3.28,51.8
2025-12-15 22:58:54.326396,Banjara Hills,387.95,1.13,46.0
2025-12-15 23:58:54.326396,Banjara Hills,406.99,0.31,48.4
2025-12-16 00:58:54.326396,Banjara Hills,419.1,0.0,49.9
2025-12-16 01:58:54.326396,Banjara Hills,435.91,0.02,51.9
2025-12-16 02:58:54.326396,Banjara Hills,431.96,0.09,51.4
2025-12-16 03:58:54.326396,Banjara Hills,436.91,0.39,52.0
2025-12-16 04:58:54.326396,Banjara Hills,416.35,1.51,49.4
2025-12-16 05:58:54.326396,Banjara Hills,415.1,3.78,49.0
2025-12-16 06:58:54.326396,Banjara Hills,372.13,9.49,43.2
2025-12-16 07:58:54.326396,Banjara Hills,378.32,23.53,42.2
2025-12-16 08:58:54.326396,Banjara Hills,875.3,45.06,98.8
2025-12-16 09:58:54.326396,Banjara Hills,864.4,72.3,94.3
2025-12-16 10:58:54.326396,Banjara Hills,778.96,135.01,76.7
2025-12-16 11:58:54.326396,Banjara Hills,890.79,150.13,88.2
2025-12-16 12:58:54.326396,Banjara Hills,833.31,178.67,77.9
2025-12-16 13:58:54.326396,Banjara Hills,899.5,240.64,78.4
2025-12-16 14:58:54.326396,Banjara Hills,822.27,206.6,73.3
2025-12-16 15:58:54.326396,Banjara Hills,806.12,152.59,77.8
2025-12-16 16:58:54.326396,Banjara Hills,753.29,126.55,74.6
2025-12-16 17:58:54.326396,Banjara Hills,857.43,80.79,92.5
2025-12-16 18:58:54.326396,Banjara Hills,924.24,46.07,104.5
2025-12-16 19:58:54.326396,Banjara Hills,415.24,28.52,46.0
2025-12-16 20:58:54.326396,Banjara Hills,402.64,9.25,46.8
2025-12-16 21:58:54.326396,Banjara Hills,433.6,3.28,51.2
2025-12-16 22:58:54.326396,Banjara Hills,406.05,1.24,48.2
2025-12-16 23:58:54.326396,Banjara Hills,452.51,0.39,53.8
2025-12-17 00:58:54.326396,Banjara Hills,507.38,0.01,60.4
2025-12-17 01:58:54.326396,Banjara Hills,438.79,0.02,52.2
2025-12-17 02:58:54.326396,Banjara Hills,400.35,0.11,47.6
2025-12-17 03:58:54.326396,Banjara Hills,400.68,0.31,47.7
2025-12-17 04:58:54.326396,Banjara Hills,405.58,1.27,48.1
2025-12-17 05:58:54.326396,Banjara Hills,453.24,3.94,53.5
2025-12-17 06:58:54.326396,Banjara Hills,359.38,9.34,41.7
2025-12-17 07:58:54.326396,Banjara Hills,452.49,21.3,51.3
2025-12-17 08:58:54.326396,Banjara Hills,853.04,41.41,96.6
2025-12-17 09:58:54.326396,Banjara Hills,781.04,60.9,85.7
2025-12-17 10:58:54.326396,Banjara Hills,836.01,108.22,86.6
2025-12-17 11:58:54.326396,Banjara Hills,760.89,175.22,69.7
2025-12-17 12:58:54.326396,Banjara Hills,827.21,202.72,74.3
2025-12-17 13:58:54.326396,Banjara Hills,884.72,229.37,78.0
2025-12-17 14:58:54.326396,Banjara Hills,795.28,213.03,69.3
2025-12-17 15:58:54.326396,Banjara Hills,836.73,152.25,81.5
2025-12-17 16:58:54.326396,Banjara Hills,801.17,100.99,83.4
2025-12-17 17:58:54.326396,Banjara Hills,828.87,73.25,90.0
2025-12-17 18:58:54.326396,Banjara Hills,777.9,50.44,86.6
2025-12-17 19:58:54.326396,Banjara Hills,448.1,22.87,50.6
2025-12-17 20:58:54.326396,Banjara Hills,403.95,9.59,46.9
2025-12-17 21:58:54.326396,Banjara Hills,421.64,3.69,49.8
2025-12-17 22:58:54.326396,Banjara Hills,412.39,1.42,48.9
2025-12-17 23:58:54.326396,Banjara Hills,415.86,0.35,49.5
2025-12-18 00:58:54.326396,Banjara Hills,436.28,0.0,51.9
2025-12-18 01:58:54.326396,Banjara Hills,419.7,0.02,50.0
2025-12-18 02:58:54.326396,Banjara Hills,404.06,0.08,48.1
2025-12-18 03:58:54.326396,Banjara Hills,421.54,0.3,50.1
2025-12-18 04:58:54.326396,Banjara Hills,421.28,1.32,50.0
2025-12-18 05:58:54.326396,Banjara Hills,388.35,3.6,45.8
2025-12-18 06:58:54.326396,Banjara Hills,434.51,10.01,50.5
2025-12-18 07:58:54.326396,Banjara Hills,412.38,23.1,46.3
2025-12-18 08:58:54.326396,Banjara Hills,867.69,42.25,98.3
2025-12-18 09:58:54.326396,Banjara Hills,885.76,76.28,96.4
2025-12-18 10:58:54.326396,Banjara Hills,795.82,138.43,78.3
2025-12-18 11:58:54.326396,Banjara Hills,813.43,198.3,73.2
2025-12-18 12:58:54.326396,Banjara Hills,813.04,187.53,74.5
2025-12-18 13:58:54.326396,Banjara Hills,829.15,194.31,75.6
2025-12-18 14:58:54.326396,Banjara Hills,816.86,222.79,70.7
2025-12-18 15:58:54.326396,Banjara Hills,861.59,162.06,83.3
2025-12-18 16:58:54.326396,Banjara Hills,829.26,117.99,84.7
2025-12-18 17:58:54.326396,Banjara Hills,882.85,88.85,94.5
2025-12-18 18:58:54.326396,Banjara Hills,811.55,42.87,91.5
2025-12-18 19:58:54.326396,Banjara Hills,382.12,24.63,42.6
2025-12-18 20:58:54.326396,Banjara Hills,412.25,9.98,47.9
2025-12-18 21:58:54.326396,Banjara Hills,417.38,3.87,49.2
2025-12-18 22:58:54.326396,Banjara Hills,378.23,1.14,44.9
2025-12-18 23:58:54.326396,Banjara Hills,390.56,0.36,46.5
2025-12-19 00:58:54.326396,Banjara Hills,410.94,0.0,48.9
2025-12-19 01:58:54.326396,Banjara Hills,392.99,0.02,46.8
2025-12-19 02:58:54.326396,Banjara Hills,422.23,0.1,50.3
2025-12-19 03:58:54.326396,Banjara Hills,422.01,0.35,50.2
2025-12-19 04:58:54.326396,Banjara Hills,421.8,1.28,50.1
2025-12-19 05:58:54.326396,Banjara Hills,419.49,3.77,49.5
2025-12-19 06:58:54.326396,Banjara Hills,405.85,7.45,47.4
2025-12-19 07:58:54.326396,Banjara Hills,470.44,25.59,53.0
2025-12-19 08:58:54.326396,Banjara Hills,862.53,42.52,97.6
2025-12-19 09:58:54.326396,Banjara Hills,871.66,88.73,93.2
2025-12-19 10:58:54.326396,Banjara Hills,838.75,105.17,87.3
2025-12-19 11:58:54.326396,Banjara Hills,829.33,155.29,80.2
2025-12-19 12:58:54.326396,Banjara Hills,818.86,211.71,72.3
2025-12-19 13:58:54.326396,Banjara Hills,803.07,216.88,69.8
2025-12-19 14:58:54.326396,Banjara Hills,758.22,182.08,68.6
2025-12-19 15:58:54.326396,Banjara Hills,846.26,177.51,79.6
2025-12-19 16:58:54.326396,Banjara Hills,855.0,127.45,86.6
2025-12-19 17:58:54.326396,Banjara Hills,893.63,81.31,96.7
2025-12-19 18:58:54.326396,Banjara Hills,796.39,49.71,88.9
2025-12-19 19:58:54.326396,Banjara Hills,387.18,27.36,42.8
2025-12-19 20:58:54.326396,Banjara Hills,409.01,11.7,47.3
2025-12-19 21:58:54.326396,Banjara Hills,392.72,3.32,46.4
2025-12-19 22:58:54.326396,Banjara Hills,432.72,1.19,51.4
2025-12-19 23:58:54.326396,Banjara Hills,423.16,0.33,50.3
2025-12-20 00:58:54.326396,Banjara Hills,426.23,0.0,50.7
2025-12-20 01:58:54.326396,Banjara Hills,425.77,0.02,50.7
2025-12-20 02:58:54.326396,Banjara Hills,398.67,0.08,47.5
2025-12-20 03:58:54.326396,Banjara Hills,458.06,0.29,54.5
2025-12-20 04:58:54.326396,Banjara Hills,412.23,0.86,49.0
2025-12-20 05:58:54.326396,Banjara Hills,448.04,2.88,53.0
2025-12-20 06:58:54.326396,Banjara Hills,433.17,6.75,50.8
2025-12-20 07:58:54.326396,Banjara Hills,419.99,18.46,47.8
2025-12-20 08:58:54.326396,Banjara Hills,921.35,34.44,105.6
2025-12-20 09:58:54.326396,Banjara Hills,785.43,54.76,87.0
2025-12-20 10:58:54.326396,Banjara Hills,867.33,87.86,92.8
2025-12-20 11:58:54.326396,Banjara Hills,841.14,129.29,84.7
2025-12-20 12:58:54.326396,Banjara Hills,797.57,145.36,77.6
2025-12-20 13:58:54.326396,Banjara Hills,864.34,160.71,83.8
2025-12-20 14:58:54.326396,Banjara Hills,835.52,177.98,78.3
2025-12-20 15:58:54.326396,Banjara Hills,843.75,110.74,87.3
2025-12-20 16:58:54.326396,Banjara Hills,815.03,91.2,86.2
2025-12-20 17:58:54.326396,Banjara Hills,843.33,65.09,92.6
2025-12-20 18:58:54.326396,Banjara Hills,788.29,31.41,90.1
2025-12-20 19:58:54.326396,Banjara Hills,405.06,18.1,46.1
2025-12-20 20:58:54.326396,Banjara Hills,430.91,6.87,50.5
2025-12-20 21:58:54.326396,Banjara Hills,398.05,2.78,47.1
2025-12-20 22:58:54.326396,Banjara Hills,391.94,1.04,46.5
2025-12-20 23:58:54.326396,Banjara Hills,402.49,0.31,47.9
2025-12-21 00:58:54.326396,Banjara Hills,426.41,0.0,50.8
2025-12-21 01:58:54.326396,Banjara Hills,359.42,0.02,42.8
2025-12-21 02:58:54.326396,Banjara Hills,393.17,0.06,46.8
2025-12-21 03:58:54.326396,Banjara Hills,365.56,0.25,43.5
2025-12-21 04:58:54.326396,Banjara Hills,433.07,0.9,51.4
2025-12-21 05:58:54.326396,Banjara Hills,401.53,2.78,47.5
2025-12-21 06:58:54.326396,Banjara Hills,444.53,7.12,52.1
2025-12-21 07:58:54.326396,Banjara Hills,381.63,14.17,43.7
2025-12-21 08:58:54.326396,Banjara Hills,869.05,35.87,99.2
2025-12-21 09:58:54.326396,Banjara Hills,786.13,59.33,86.5
2025-12-21 10:58:54.326396,Banjara Hills,844.03,94.41,89.2
2025-12-21 11:58:54.326396,Banjara Hills,853.96,123.32,87.0
2025-12-21 12:58:54.326396,Banjara Hills,891.76,144.14,89.0
2025-12-21 13:58:54.326396,Banjara Hills,810.69,166.81,76.7
2025-12-21 14:58:54.326396,Banjara Hills,843.14,147.94,82.8
2025-12-21 15:58:54.326396,Banjara Hills,779.79,136.76,76.6
2025-12-21 16:58:54.326396,Banjara Hills,792.33,110.82,81.1
2025-12-21 17:58:54.326396,Banjara Hills,834.69,64.04,91.7
2025-12-21 18:58:54.326396,Banjara Hills,917.83,36.3,104.9
2025-12-21 19:58:54.326396,Banjara Hills,420.26,17.58,47.9
2025-12-21 20:58:54.326396,Banjara Hills,414.0,6.29,48.5
2025-12-21 21:58:54.326396,Banjara Hills,434.59,3.28,51.3
2025-12-21 22:58:54.326396,Banjara Hills,395.33,0.93,47.0
2025-12-21 23:58:54.326396,Banjara Hills,451.69,0.27,53.7
2025-12-22 00:58:54.326396,Banjara Hills,410.67,0.0,48.9
2025-12-22 01:58:54.326396,Banjara Hills,461.94,0.03,55.0
2025-12-22 02:58:54.326396,Banjara Hills,398.24,0.1,47.4
2025-12-22 03:58:54.326396,Banjara Hills,440.14,0.35,52.4
2025-12-22 04:58:54.326396,Banjara Hills,414.12,1.2,49.2
2025-12-22 05:58:54.326396,Banjara Hills,394.49,2.98,46.6
2025-12-22 06:58:54.326396,Banjara Hills,409.87,9.5,47.7
2025-12-22 07:58:54.326396,Banjara Hills,397.86,21.78,44.8
2025-12-22 08:58:54.326396,Banjara Hills,789.91,37.94,89.5
2025-12-22 09:58:54.326396,Banjara Hills,707.06,85.49,74.0
2025-12-22 10:58:54.326396,Banjara Hills,836.32,142.23,82.6
2025-12-22 11:58:54.326396,Banjara Hills,820.17,181.0,76.1
2025-12-22 12:58:54.326396,Banjara Hills,805.87,203.25,71.7
2025-12-22 13:58:54.326396,Banjara Hills,955.16,258.1,83.0
2025-12-22 14:58:54.326396,Banjara Hills,866.6,236.52,75.0
2025-12-22 15:58:54.326396,Banjara Hills,867.7,149.47,85.5
2025-12-22 16:58:54.326396,Banjara Hills,887.16,128.73,90.3
2025-12-22 17:58:54.326396,Banjara Hills,813.72,76.88,87.7
2025-12-22 18:58:54.326396,Banjara Hills,811.01,42.86,91.4
2025-12-22 19:58:54.326396,Banjara Hills,424.97,21.58,48.0
2025-12-22 20:58:54.326396,Banjara Hills,411.86,10.44,47.8
2025-12-22 21:58:54.326396,Banjara Hills,414.67,3.14,49.0
2025-12-22 22:58:54.326396,Banjara Hills,461.61,1.37,54.8
