timestamp,zone,consumption_kwh,solar_generation_kwh,grid_load_pct
2025-12-09 07:39:46.877834,Connaught Place,519.49,21.59,49.8
2025-12-09 08:39:46.877834,Connaught Place,1051.73,52.75,99.9
2025-12-09 09:39:46.877834,Connaught Place,953.37,85.5,86.8
2025-12-09 10:39:46.877834,Connaught Place,955.76,138.91,81.7
2025-12-09 11:39:46.877834,Connaught Place,1022.31,167.05,85.5
2025-12-09 12:39:46.877834,Connaught Place,1067.78,234.07,83.4
2025-12-09 13:39:46.877834,Connaught Place,872.3,225.62,64.7
2025-12-09 14:39:46.877834,Connaught Place,899.25,187.02,71.2
2025-12-09 15:39:46.877834,Connaught Place,983.64,185.34,79.8
2025-12-09 16:39:46.877834,Connaught Place,1027.84,149.91,87.8
2025-12-09 17:39:46.877834,Connaught Place,972.29,85.19,88.7
2025-12-09 18:39:46.877834,Connaught Place,1039.16,50.49,98.9
2025-12-09 19:39:46.877834,Connaught Place,518.71,23.1,49.6
2025-12-09 20:39:46.877834,Connaught Place,485.06,12.19,47.3
2025-12-09 21:39:46.877834,Connaught Place,531.96,3.21,52.9
2025-12-09 22:39:46.877834,Connaught Place,499.87,1.38,49.8
2025-12-09 23:39:46.877834,Connaught Place,500.14,0.38,50.0
2025-12-10 00:39:46.877834,Connaught Place,473.79,0.0,47.4
2025-12-10 01:39:46.877834,Connaught Place,447.07,0.03,44.7
2025-12-10 02:39:46.877834,Connaught Place,498.56,0.09,49.8
2025-12-10 03:39:46.877834,Connaught Place,495.11,0.39,49.5
2025-12-10 04:39:46.877834,Connaught Place,497.43,1.47,49.6
2025-12-10 05:39:46.877834,Connaught Place,524.04,4.16,52.0
2025-12-10 06:39:46.877834,Connaught Place,511.22,12.15,49.9
2025-12-10 07:39:46.877834,Connaught Place,538.11,27.2,51.1
2025-12-10 08:39:46.877834,Connaught Place,1095.66,34.92,106.1
2025-12-10 09:39:46.877834,Connaught Place,966.21,84.26,88.2
2025-12-10 10:39:46.877834,Connaught Place,951.87,132.51,81.9
2025-12-10 11:39:46.877834,Connaught Place,954.66,207.34,74.7
2025-12-10 12:39:46.877834,Connaught Place,1012.55,227.48,78.5
2025-12-10 13:39:46.877834,Connaught Place,943.4,198.78,74.5
2025-12-10 14:39:46.877834,Connaught Place,989.81,229.01,76.1
2025-12-10 15:39:46.877834,Connaught Place,1094.34,161.99,93.2
2025-12-10 16:39:46.877834,Connaught Place,1085.08,132.18,95.3
2025-12-10 17:39:46.877834,Connaught Place,1034.99,90.03,94.5
2025-12-10 18:39:46.877834,Connaught Place,1036.11,51.69,98.4
2025-12-10 19:39:46.877834,Connaught Place,539.02,22.93,51.6
2025-12-10 20:39:46.877834,Connaught Place,523.01,11.78,51.1
2025-12-10 21:39:46.877834,Connaught Place,511.55,4.68,50.7
2025-12-10 22:39:46.877834,Connaught Place,500.36,1.31,49.9
2025-12-10 23:39:46.877834,Connaught Place,460.04,0.4,46.0
2025-12-11 00:39:46.877834,Connaught Place,503.05,0.0,50.3
2025-12-11 01:39:46.877834,Connaught Place,518.93,0.03,51.9
2025-12-11 02:39:46.877834,Connaught Place,555.01,0.1,55.5
2025-12-11 03:39:46.877834,Connaught Place,493.87,0.4,49.3
2025-12-11 04:39:46.877834,Connaught Place,556.16,1.24,55.5
2025-12-11 05:39:46.877834,Connaught Place,510.46,4.31,50.6
2025-12-11 06:39:46.877834,Connaught Place,574.07,10.18,56.4
2025-12-11 07:39:46.877834,Connaught Place,459.65,20.6,43.9
2025-12-11 08:39:46.877834,Connaught Place,1014.26,50.26,96.4
2025-12-11 09:39:46.877834,Connaught Place,1004.33,85.73,91.9
2025-12-11 10:39:46.877834,Connaught Place,821.84,137.07,68.5
2025-12-11 11:39:46.877834,Connaught Place,1137.78,181.77,95.6
2025-12-11 12:39:46.877834,Connaught Place,979.88,233.45,74.6
2025-12-11 13:39:46.877834,Connaught Place,940.88,240.77,70.0
2025-12-11 14:39:46.877834,Connaught Place,947.16,238.51,70.9
2025-12-11 15:39:46.877834,Connaught Place,979.81,165.96,81.4
2025-12-11 16:39:46.877834,Connaught Place,968.1,124.49,84.4
2025-12-11 17:39:46.877834,Connaught Place,972.01,81.24,89.1
2025-12-11 18:39:46.877834,Connaught Place,973.37,48.54,92.5
2025-12-11 19:39:46.877834,Connaught Place,545.73,22.41,52.3
2025-12-11 20:39:46.877834,Connaught Place,467.84,10.26,45.8
2025-12-11 21:39:46.877834,Connaught Place,470.11,2.89,46.7
2025-12-11 22:39:46.877834,Connaught Place,494.23,1.04,49.3
2025-12-11 23:39:46.877834,Connaught Place,496.23,0.35,49.6
2025-12-12 00:39:46.877834,Connaught Place,546.95,0.01,54.7
2025-12-12 01:39:46.877834,Connaught Place,567.66,0.02,56.8
2025-12-12 02:39:46.877834,Connaught Place,533.65,0.09,53.4
2025-12-12 03:39:46.877834,Connaught Place,475.0,0.42,47.5
2025-12-12 04:39:46.877834,Connaught Place,513.29,1.51,51.2
2025-12-12 05:39:46.877834,Connaught Place,518.33,4.3,51.4
2025-12-12 06:39:46.877834,Connaught Place,509.34,10.63,49.9
2025-12-12 07:39:46.877834,Connaught Place,505.86,25.59,48.0
2025-12-12 08:39:46.877834,Connaught Place,1003.21,51.14,95.2
2025-12-12 09:39:46.877834,Connaught Place,1120.82,88.17,103.3
2025-12-12 10:39:46.877834,Connaught Place,887.19,123.76,76.3
2025-12-12 11:39:46.877834,Connaught Place,1113.95,179.48,93.4
2025-12-12 12:39:46.877834,Connaught Place,983.16,214.84,76.8
2025-12-12 13:39:46.877834,Connaught Place,884.55,201.27,68.3
2025-12-12 14:39:46.877834,Connaught Place,1040.63,190.58,85.0
2025-12-12 15:39:46.877834,Connaught Place,1002.63,179.06,82.4
2025-12-12 16:39:46.877834,Connaught Place,1015.69,121.17,89.5
2025-12-12 17:39:46.877834,Connaught Place,998.59,89.42,90.9
2025-12-12 18:39:46.877834,Connaught Place,969.6,51.47,91.8
2025-12-12 19:39:46.877834,Connaught Place,478.26,23.08,45.5
2025-12-12 20:39:46.877834,Connaught Place,482.59,9.64,47.3
2025-12-12 21:39:46.877834,Connaught Place,492.32,3.69,48.9
2025-12-12 22:39:46.877834,Connaught Place,479.51,1.24,47.8
2025-12-12 23:39:46.877834,Connaught Place,483.94,0.39,48.4
2025-12-13 00:39:46.877834,Connaught Place,526.14,0.0,52.6
2025-12-13 01:39:46.877834,Connaught Place,516.83,0.02,51.7
2025-12-13 02:39:46.877834,Connaught Place,498.98,0.07,49.9
2025-12-13 03:39:46.877834,Connaught Place,478.4,0.29,47.8
2025-12-13 04:39:46.877834,Connaught Place,489.25,1.02,48.8
2025-12-13 05:39:46.877834,Connaught Place,490.58,3.01,48.8
2025-12-13 06:39:46.877834,Connaught Place,475.26,7.92,46.7
2025-12-13 07:39:46.877834,Connaught Place,596.64,18.24,57.8
2025-12-13 08:39:46.877834,Connaught Place,1168.91,36.76,113.2
2025-12-13 09:39:46.877834,Connaught Place,1078.85,55.13,102.4
2025-12-13 10:39:46.877834,Connaught Place,980.46,91.28,88.9
2025-12-13 11:39:46.877834,Connaught Place,1061.86,138.95,92.3
2025-12-13 12:39:46.877834,Connaught Place,1012.51,177.54,83.5
2025-12-13 13:39:46.877834,Connaught Place,1013.18,165.48,84.8
2025-12-13 14:39:46.877834,Connaught Place,930.01,160.26,77.0
2025-12-13 15:39:46.877834,Connaught Place,1007.68,119.62,88.8
2025-12-13 16:39:46.877834,Connaught Place,924.78,90.19,83.5
2025-12-13 17:39:46.877834,Connaught Place,1120.23,51.03,106.9
2025-12-13 18:39:46.877834,Connaught Place,1070.4,34.44,103.6
2025-12-13 19:39:46.877834,Connaught Place,518.11,17.88,50.0
2025-12-13 20:39:46.877834,Connaught Place,505.32,8.9,49.6
2025-12-13 21:39:46.877834,Connaught Place,455.8,3.13,45.3
2025-12-13 22:39:46.877834,Connaught Place,522.18,0.9,52.1
2025-12-13 23:39:46.877834,Connaught Place,568.24,0.32,56.8
2025-12-14 00:39:46.877834,Connaught Place,515.01,0.0,51.5
2025-12-14 01:39:46.877834,Connaught Place,465.08,0.02,46.5
2025-12-14 02:39:46.877834,Connaught Place,464.47,0.08,46.4
2025-12-14 03:39:46.877834,Connaught Place,516.8,0.29,51.7
2025-12-14 04:39:46.877834,Connaught Place,554.38,0.97,55.3
2025-12-14 05:39:46.877834,Connaught Place,550.87,2.8,54.8
2025-12-14 06:39:46.877834,Connaught Place,498.46,7.95,49.1
2025-12-14 07:39:46.877834,Connaught Place,544.54,14.04,53.1
2025-12-14 08:39:46.877834,Connaught Place,1011.42,40.21,97.1
2025-12-14 09:39:46.877834,Connaught Place,990.65,65.13,92.6
2025-12-14 10:39:46.877834,Connaught Place,1022.0,105.53,91.6
2025-12-14 11:39:46.877834,Connaught Place,1021.8,96.77,92.5
2025-12-14 12:39:46.877834,Connaught Place,958.55,160.3,79.8
2025-12-14 13:39:46.877834,Connaught Place,1041.85,199.27,84.3
2025-12-14 14:39:46.877834,Connaught Place,934.16,135.85,79.8
2025-12-14 15:39:46.877834,Connaught Place,1052.74,130.77,92.2
2025-12-14 16:39:46.877834,Connaught Place,1043.88,106.28,93.8
2025-12-14 17:39:46.877834,Connaught Place,1051.82,50.79,100.1
2025-12-14 18:39:46.877834,Connaught Place,959.85,32.69,92.7
2025-12-14 19:39:46.877834,Connaught Place,563.0,18.44,54.5
2025-12-14 20:39:46.877834,Connaught Place,490.38,7.5,48.3
2025-12-14 21:39:46.877834,Connaught Place,474.16,2.85,47.1
2025-12-14 22:39:46.877834,Connaught Place,547.67,1.01,54.7
2025-12-14 23:39:46.877834,Connaught Place,495.21,0.26,49.5
2025-12-15 00:39:46.877834,Connaught Place,472.13,0.0,47.2
2025-12-15 01:39:46.877834,Connaught Place,490.73,0.02,49.1
2025-12-15 02:39:46.877834,Connaught Place,533.46,0.1,53.3
2025-12-15 03:39:46.877834,Connaught Place,529.96,0.33,53.0
2025-12-15 04:39:46.877834,Connaught Place,487.01,1.54,48.5
2025-12-15 05:39:46.877834,Connaught Place,481.31,3.78,47.8
2025-12-15 06:39:46.877834,Connaught Place,491.19,9.26,48.2
2025-12-15 07:39:46.877834,Connaught Place,531.5,22.73,50.9
2025-12-15 08:39:46.877834,Connaught Place,849.26,45.19,80.4
2025-12-15 09:39:46.877834,Connaught Place,898.28,91.29,80.7
2025-12-15 10:39:46.877834,Connaught Place,976.12,125.86,85.0
2025-12-15 11:39:46.877834,Connaught Place,956.64,177.15,77.9
2025-12-15 12:39:46.877834,Connaught Place,1023.06,179.66,84.3
2025-12-15 13:39:46.877834,Connaught Place,982.38,233.74,74.9
2025-12-15 14:39:46.877834,Connaught Place,965.96,228.19,73.8
2025-12-15 15:39:46.877834,Connaught Place,1015.04,209.77,80.5
2025-12-15 16:39:46.877834,Connaught Place,1067.09,130.64,93.6
2025-12-15 17:39:46.877834,Connaught Place,1099.73,89.26,101.0
2025-12-15 18:39:46.877834,Connaught Place,923.94,48.6,87.5
2025-12-15 19:39:46.877834,Connaught Place,486.12,19.8,46.6
2025-12-15 20:39:46.877834,Connaught Place,543.55,10.47,53.3
2025-12-15 21:39:46.877834,Connaught Place,455.73,2.89,45.3
2025-12-15 22:39:46.877834,Connaught Place,478.13,1.31,47.7
2025-12-15 23:39:46.877834,Connaught Place,514.31,0.43,51.4
2025-12-16 00:39:46.877834,Connaught Place,465.63,0.01,46.6
2025-12-16 01:39:46.877834,Connaught Place,525.96,0.02,52.6
2025-12-16 02:39:46.877834,Connaught Place,487.27,0.09,48.7
2025-12-16 03:39:46.877834,Connaught Place,568.1,0.4,56.8
2025-12-16 04:39:46.877834,Connaught Place,511.11,1.2,51.0
2025-12-16 05:39:46.877834,Connaught Place,523.48,3.67,52.0
2025-12-16 06:39:46.877834,Connaught Place,562.51,10.59,55.2
2025-12-16 07:39:46.877834,Connaught Place,503.39,26.0,47.7
2025-12-16 08:39:46.877834,Connaught Place,1057.46,45.59,101.2
2025-12-16 09:39:46.877834,Connaught Place,956.3,77.16,87.9
2025-12-16 10:39:46.877834,Connaught Place,1173.83,143.71,103.0
2025-12-16 11:39:46.877834,Connaught Place,942.31,172.9,76.9
2025-12-16 12:39:46.877834,Connaught Place,1017.23,253.25,76.4
2025-12-16 13:39:46.877834,Connaught Place,1101.92,216.44,88.5
2025-12-16 14:39:46.877834,Connaught Place,979.54,210.86,76.9
2025-12-16 15:39:46.877834,Connaught Place,963.19,167.58,79.6
2025-12-16 16:39:46.877834,Connaught Place,1042.65,134.09,90.9
2025-12-16 17:39:46.877834,Connaught Place,1048.61,74.7,97.4
2025-12-16 18:39:46.877834,Connaught Place,956.84,46.56,91.0
2025-12-16 19:39:46.877834,Connaught Place,474.16,21.12,45.3
2025-12-16 20:39:46.877834,Connaught Place,520.57,10.57,51.0
2025-12-16 21:39:46.877834,Connaught Place,500.47,3.86,49.7
2025-12-16 22:39:46.877834,Connaught Place,469.47,1.35,46.8
2025-12-16 23:39:46.877834,Connaught Place,518.72,0.39,51.8
2025-12-17 00:39:46.877834,Connaught Place,473.21,0.01,47.3
2025-12-17 01:39:46.877834,Connaught Place,495.48,0.02,49.5
2025-12-17 02:39:46.877834,Connaught Place,495.1,0.1,49.5
2025-12-17 03:39:46.877834,Connaught Place,491.8,0.28,49.2
2025-12-17 04:39:46.877834,Connaught Place,514.12,1.28,51.3
2025-12-17 05:39:46.877834,Connaught Place,521.52,4.05,51.7
2025-12-17 06:39:46.877834,Connaught Place,459.68,11.18,44.9
2025-12-17 07:39:46.877834,Connaught Place,491.1,23.95,46.7
2025-12-17 08:39:46.877834,Connaught Place,871.15,46.88,82.4
2025-12-17 09:39:46.877834,Connaught Place,954.83,85.21,87.0
2025-12-17 10:39:46.877834,Connaught Place,1008.96,128.93,88.0
2025-12-17 11:39:46.877834,Connaught Place,1094.1,173.3,92.1
2025-12-17 12:39:46.877834,Connaught Place,989.9,213.76,77.6
2025-12-17 13:39:46.877834,Connaught Place,1012.72,251.12,76.2
2025-12-17 14:39:46.877834,Connaught Place,910.0,205.89,70.4
2025-12-17 15:39:46.877834,Connaught Place,988.76,192.88,79.6
2025-12-17 16:39:46.877834,Connaught Place,1025.19,115.43,91.0
2025-12-17 17:39:46.877834,Connaught Place,975.38,82.86,89.3
2025-12-17 18:39:46.877834,Connaught Place,956.23,48.86,90.7
2025-12-17 19:39:46.877834,Connaught Place,502.57,19.3,48.3
2025-12-17 20:39:46.877834,Connaught Place,519.62,8.97,51.1
2025-12-17 21:39:46.877834,Connaught Place,435.83,3.86,43.2
2025-12-17 22:39:46.877834,Connaught Place,528.18,1.21,52.7
2025-12-17 23:39:46.877834,Connaught Place,511.71,0.32,51.1
2025-12-18 00:39:46.877834,Connaught Place,522.55,0.0,52.3
2025-12-18 01:39:46.877834,Connaught Place,501.94,0.02,50.2
2025-12-18 02:39:46.877834,Connaught Place,485.11,0.09,48.5
2025-12-18 03:39:46.877834,Connaught Place,519.94,0.43,52.0
2025-12-18 04:39:46.877834,Connaught Place,511.87,1.5,51.0
2025-12-18 05:39:46.877834,Connaught Place,531.87,3.67,52.8
2025-12-18 06:39:46.877834,Connaught Place,479.03,11.29,46.8
2025-12-18 07:39:46.877834,Connaught Place,528.86,20.67,50.8
2025-12-18 08:39:46.877834,Connaught Place,1029.75,48.02,98.2
2025-12-18 09:39:46.877834,Connaught Place,1030.39,85.0,94.5
2025-12-18 10:39:46.877834,Connaught Place,981.91,137.8,84.4
2025-12-18 11:39:46.877834,Connaught Place,1003.92,173.17,83.1
2025-12-18 12:39:46.877834,Connaught Place,1047.76,227.39,82.0
2025-12-18 13:39:46.877834,Connaught Place,939.69,236.94,70.3
2025-12-18 14:39:46.877834,Connaught Place,879.34,276.29,60.3
2025-12-18 15:39:46.877834,Connaught Place,985.04,208.08,77.7
2025-12-18 16:39:46.877834,Connaught Place,1013.07,121.25,89.2
2025-12-18 17:39:46.877834,Connaught Place,999.62,77.83,92.2
2025-12-18 18:39:46.877834,Connaught Place,1034.77,45.85,98.9
2025-12-18 19:39:46.877834,Connaught Place,496.34,22.66,47.4
2025-12-18 20:39:46.877834,Connaught Place,523.65,10.47,51.3
2025-12-18 21:39:46.877834,Connaught Place,526.9,3.69,52.3
2025-12-18 22:39:46.877834,Connaught Place,508.78,1.34,50.7
2025-12-18 23:39:46.877834,Connaught Place,512.31,0.39,51.2
2025-12-19 00:39:46.877834,Connaught Place,489.09,0.01,48.9
2025-12-19 01:39:46.877834,Connaught Place,511.58,0.03,51.2
2025-12-19 02:39:46.877834,Connaught Place,482.77,0.09,48.3
2025-12-19 03:39:46.877834,Connaught Place,507.0,0.47,50.7
2025-12-19 04:39:46.877834,Connaught Place,483.19,1.58,48.2
2025-12-19 05:39:46.877834,Connaught Place,511.54,4.23,50.7
2025-12-19 06:39:46.877834,Connaught Place,529.62,9.99,52.0
2025-12-19 07:39:46.877834,Connaught Place,512.93,21.24,49.2
2025-12-19 08:39:46.877834,Connaught Place,1008.47,44.24,96.4
2025-12-19 09:39:46.877834,Connaught Place,915.61,89.65,82.6
2025-12-19 10:39:46.877834,Connaught Place,959.27,152.44,80.7
2025-12-19 11:39:46.877834,Connaught Place,973.49,162.17,81.1
2025-12-19 12:39:46.877834,Connaught Place,1009.2,218.85,79.0
2025-12-19 13:39:46.877834,Connaught Place,1072.44,237.46,83.5
2025-12-19 14:39:46.877834,Connaught Place,895.06,221.63,67.3
2025-12-19 15:39:46.877834,Connaught Place,905.78,172.11,73.4
2025-12-19 16:39:46.877834,Connaught Place,985.06,132.93,85.2
2025-12-19 17:39:46.877834,Connaught Place,1050.5,90.03,96.0
2025-12-19 18:39:46.877834,Connaught Place,931.71,40.72,89.1
2025-12-19 19:39:46.877834,Connaught Place,545.58,22.09,52.3
2025-12-19 20:39:46.877834,Connaught Place,503.88,9.64,49.4
2025-12-19 21:39:46.877834,Connaught Place,497.64,3.97,49.4
2025-12-19 22:39:46.877834,Connaught Place,449.62,1.3,44.8
2025-12-19 23:39:46.877834,Connaught Place,480.26,0.4,48.0
2025-12-20 00:39:46.877834,Connaught Place,585.83,0.0,58.6
2025-12-20 01:39:46.877834,Connaught Place,456.86,0.02,45.7
2025-12-20 02:39:46.877834,Connaught Place,491.8,0.08,49.2
2025-12-20 03:39:46.877834,Connaught Place,456.15,0.29,45.6
2025-12-20 04:39:46.877834,Connaught Place,485.1,1.01,48.4
2025-12-20 05:39:46.877834,Connaught Place,515.84,2.99,51.3
2025-12-20 06:39:46.877834,Connaught Place,460.61,7.82,45.3
2025-12-20 07:39:46.877834,Connaught Place,511.43,16.11,49.5
2025-12-20 08:39:46.877834,Connaught Place,986.9,38.91,94.8
2025-12-20 09:39:46.877834,Connaught Place,977.03,61.76,91.5
2025-12-20 10:39:46.877834,Connaught Place,961.84,101.47,86.0
2025-12-20 11:39:46.877834,Connaught Place,984.99,143.65,84.1
2025-12-20 12:39:46.877834,Connaught Place,972.96,189.26,78.4
2025-12-20 13:39:46.877834,Connaught Place,1032.63,177.57,85.5
2025-12-20 14:39:46.877834,Connaught Place,1053.21,157.77,89.5
2025-12-20 15:39:46.877834,Connaught Place,994.85,134.93,86.0
2025-12-20 16:39:46.877834,Connaught Place,981.93,104.32,87.8
2025-12-20 17:39:46.877834,Connaught Place,1041.31,52.26,98.9
2025-12-20 18:39:46.877834,Connaught Place,995.68,30.21,96.5
2025-12-20 19:39:46.877834,Connaught Place,548.06,18.82,52.9
2025-12-20 20:39:46.877834,Connaught Place,487.75,7.29,48.0
2025-12-20 21:39:46.877834,Connaught Place,493.59,2.96,49.1
2025-12-20 22:39:46.877834,Connaught Place,528.96,1.01,52.8
2025-12-20 23:39:46.877834,Connaught Place,511.36,0.31,51.1
2025-12-21 00:39:46.877834,Connaught Place,515.02,0.0,51.5
2025-12-21 01:39:46.877834,Connaught Place,465.08,0.02,46.5
2025-12-21 02:39:46.877834,Connaught Place,555.53,0.08,55.5
2025-12-21 03:39:46.877834,Connaught Place,516.31,0.31,51.6
2025-12-21 04:39:46.877834,Connaught Place,421.72,0.93,42.1
2025-12-21 05:39:46.877834,Connaught Place,410.58,2.9,40.8
2025-12-21 06:39:46.877834,Connaught Place,497.6,6.5,49.1
2025-12-21 07:39:46.877834,Connaught Place,516.65,17.85,49.9
2025-12-21 08:39:46.877834,Connaught Place,1056.64,30.09,102.7
2025-12-21 09:39:46.877834,Connaught Place,891.55,58.84,83.3
2025-12-21 10:39:46.877834,Connaught Place,1022.18,109.73,91.2
2025-12-21 11:39:46.877834,Connaught Place,998.46,153.0,84.5
2025-12-21 12:39:46.877834,Connaught Place,975.8,159.94,81.6
2025-12-21 13:39:46.877834,Connaught Place,960.81,175.54,78.5
2025-12-21 14:39:46.877834,Connaught Place,1003.47,167.1,83.6
2025-12-21 15:39:46.877834,Connaught Place,944.97,116.63,82.8
2025-12-21 16:39:46.877834,Connaught Place,1015.21,76.74,93.8
2025-12-21 17:39:46.877834,Connaught Place,1093.42,60.6,103.3
2025-12-21 18:39:46.877834,Connaught Place,874.72,33.63,84.1
2025-12-21 19:39:46.877834,Connaught Place,563.05,16.79,54.6
2025-12-21 20:39:46.877834,Connaught Place,499.61,8.57,49.1
2025-12-21 21:39:46.877834,Connaught Place,529.24,3.0,52.6
2025-12-21 22:39:46.877834,Connaught Place,504.6,1.12,50.3
2025-12-21 23:39:46.877834,Connaught Place,454.75,0.27,45.4
2025-12-22 00:39:46.877834,Connaught Place,467.31,0.01,46.7
2025-12-22 01:39:46.877834,Connaught Place,533.07,0.03,53.3
2025-12-22 02:39:46.877834,Connaught Place,475.21,0.1,47.5
2025-12-22 03:39:46.877834,Connaught Place,515.77,0.41,51.5
2025-12-22 04:39:46.877834,Connaught Place,543.12,1.32,54.2
2025-12-22 05:39:46.877834,Connaught Place,487.33,4.49,48.3
2025-12-22 06:39:46.877834,Connaught Place,476.09,8.54,46.8
2025-12-22 07:39:46.877834,Connaught Place,512.6,21.41,49.1
2025-12-22 08:39:46.877834,Connaught Place,1011.16,50.37,96.1
2025-12-22 09:39:46.877834,Connaught Place,965.48,79.99,88.5
2025-12-22 10:39:46.877834,Connaught Place,1047.96,153.35,89.5
2025-12-22 11:39:46.877834,Connaught Place,1029.06,193.18,83.6
2025-12-22 12:39:46.877834,Connaught Place,955.11,217.67,73.7
2025-12-22 13:39:46.877834,Connaught Place,986.9,249.81,73.7
2025-12-22 14:39:46.877834,Connaught Place,969.1,218.22,75.1
2025-12-22 15:39:46.877834,Connaught Place,1020.46,190.66,83.0
2025-12-22 16:39:46.877834,Connaught Place,1089.61,118.84,97.1
2025-12-22 17:39:46.877834,Connaught Place,959.93,90.12,87.0
2025-12-22 18:39:46.877834,Connaught Place,1110.86,53.48,105.7
2025-12-22 19:39:46.877834,Connaught Place,472.0,24.24,44.8
2025-12-22 20:39:46.877834,Connaught Place,517.84,8.8,50.9
2025-12-22 21:39:46.877834,Connaught Place,497.31,3.86,49.3
2025-12-22 22:39:46.877834,Connaught Place,463.21,1.13,46.2
2025-12-22 23:39:46.877834,Connaught Place,490.29,0.41,49.0
2025-12-23 00:39:46.877834,Connaught Place,490.78,0.0,49.1
2025-12-23 01:39:46.877834,Connaught Place,510.42,0.02,51.0
2025-12-23 02:39:46.877834,Connaught Place,474.15,0.11,47.4
2025-12-23 03:39:46.877834,Connaught Place,570.45,0.4,57.0
2025-12-23 04:39:46.877834,Connaught Place,504.91,1.27,50.4
2025-12-23 05:39:46.877834,Connaught Place,521.19,3.75,51.7
2025-12-23 06:39:46.877834,Connaught Place,460.65,10.0,45.1
2025-12-23 07:39:46.877834,Connaught Place,514.71,22.91,49.2
2025-12-23 08:39:46.877834,Connaught Place,1034.87,45.69,98.9
2025-12-23 09:39:46.877834,Connaught Place,1065.2,80.61,98.5
2025-12-23 10:39:46.877834,Connaught Place,963.31,143.06,82.0
2025-12-23 11:39:46.877834,Connaught Place,1081.61,172.33,90.9
2025-12-23 12:39:46.877834,Connaught Place,990.41,215.56,77.5
2025-12-23 13:39:46.877834,Connaught Place,1082.63,246.68,83.6
2025-12-23 14:39:46.877834,Connaught Place,987.65,255.31,73.2
2025-12-23 15:39:46.877834,Connaught Place,1035.57,177.36,85.8
2025-12-23 16:39:46.877834,Connaught Place,1065.47,117.38,94.8
2025-12-23 17:39:46.877834,Connaught Place,1015.79,88.5,92.7
2025-12-23 18:39:46.877834,Connaught Place,903.82,51.91,85.2
2025-12-23 19:39:46.877834,Connaught Place,516.33,25.01,49.1
2025-12-23 20:39:46.877834,Connaught Place,529.23,11.54,51.8
2025-12-23 21:39:46.877834,Connaught Place,499.54,3.93,49.6
