timestamp,zone,usage_liters,pressure_bar,pipe_leak_risk
2026-06-29 00:51:20.152326,Mansarovar,504.8,4.08,0.013
2026-06-29 01:51:20.152326,Mansarovar,519.0,5.15,0.256
2026-06-29 02:51:20.152326,Mansarovar,471.8,4.89,0.056
2026-06-29 03:51:20.152326,Mansarovar,496.5,4.62,0.476
2026-06-29 04:51:20.152326,Mansarovar,475.9,4.33,0.047
2026-06-29 05:51:20.152326,Mansarovar,565.0,4.31,0.044
2026-06-29 06:51:20.152326,Mansarovar,722.1,3.89,0.147
2026-06-29 07:51:20.152326,Mansarovar,721.2,4.57,0.262
2026-06-29 08:51:20.152326,Mansarovar,651.9,4.93,0.099
2026-06-29 09:51:20.152326,Mansarovar,627.6,4.55,0.281
2026-06-29 10:51:20.152326,Mansarovar,545.6,4.41,0.2
2026-06-29 11:51:20.152326,Mansarovar,489.2,4.71,0.085
2026-06-29 12:51:20.152326,Mansarovar,511.2,4.99,0.223
2026-06-29 13:51:20.152326,Mansarovar,554.7,4.35,0.074
2026-06-29 14:51:20.152326,Mansarovar,530.9,4.61,0.149
2026-06-29 15:51:20.152326,Mansarovar,429.3,4.35,0.043
2026-06-29 16:51:20.152326,Mansarovar,507.1,4.2,0.075
2026-06-29 17:51:20.152326,Mansarovar,462.5,4.51,0.126
2026-06-29 18:51:20.152326,Mansarovar,619.4,3.98,0.218
2026-06-29 19:51:20.152326,Mansarovar,655.1,4.1,0.248
2026-06-29 20:51:20.152326,Mansarovar,632.4,3.87,0.267
2026-06-29 21:51:20.152326,Mansarovar,567.5,4.32,0.133
2026-06-29 22:51:20.152326,Mansarovar,478.9,3.79,0.111
2026-06-29 23:51:20.152326,Mansarovar,461.3,4.15,0.108
2026-06-30 00:51:20.152326,Mansarovar,519.3,4.74,0.14
2026-06-30 01:51:20.152326,Mansarovar,473.8,4.8,0.2
2026-06-30 02:51:20.152326,Mansarovar,490.4,4.55,0.067
2026-06-30 03:51:20.152326,Mansarovar,489.3,4.3,0.543
2026-06-30 04:51:20.152326,Mansarovar,548.4,4.49,0.114
2026-06-30 05:51:20.152326,Mansarovar,556.1,4.27,0.103
2026-06-30 06:51:20.152326,Mansarovar,765.0,4.06,0.01
2026-06-30 07:51:20.152326,Mansarovar,652.7,5.12,0.147
2026-06-30 08:51:20.152326,Mansarovar,704.6,4.31,0.189
2026-06-30 09:51:20.152326,Mansarovar,758.7,4.02,0.095
2026-06-30 10:51:20.152326,Mansarovar,533.3,4.43,0.264
2026-06-30 11:51:20.152326,Mansarovar,544.0,4.18,0.282
2026-06-30 12:51:20.152326,Mansarovar,505.3,4.58,0.033
2026-06-30 13:51:20.152326,Mansarovar,519.2,4.54,0.021
2026-06-30 14:51:20.152326,Mansarovar,463.8,4.4,0.177
2026-06-30 15:51:20.152326,Mansarovar,458.8,4.43,0.113
2026-06-30 16:51:20.152326,Mansarovar,541.2,4.35,0.103
2026-06-30 17:51:20.152326,Mansarovar,467.7,4.29,0.151
2026-06-30 18:51:20.152326,Mansarovar,680.2,5.05,0.034
2026-06-30 19:51:20.152326,Mansarovar,655.3,4.82,0.122
2026-06-30 20:51:20.152326,Mansarovar,637.2,4.1,0.085
2026-06-30 21:51:20.152326,Mansarovar,712.7,4.07,0.078
2026-06-30 22:51:20.152326,Mansarovar,511.7,4.77,0.392
2026-06-30 23:51:20.152326,Mansarovar,469.5,4.3,0.009
2026-07-01 00:51:20.152326,Mansarovar,520.4,4.57,0.135
2026-07-01 01:51:20.152326,Mansarovar,504.3,4.63,0.424
2026-07-01 02:51:20.152326,Mansarovar,471.6,4.78,0.25
2026-07-01 03:51:20.152326,Mansarovar,513.7,4.28,0.03
2026-07-01 04:51:20.152326,Mansarovar,504.1,4.15,0.098
2026-07-01 05:51:20.152326,Mansarovar,568.5,4.7,0.062
2026-07-01 06:51:20.152326,Mansarovar,705.2,4.62,0.09
2026-07-01 07:51:20.152326,Mansarovar,715.8,4.32,0.074
2026-07-01 08:51:20.152326,Mansarovar,676.0,4.38,0.092
2026-07-01 09:51:20.152326,Mansarovar,692.0,4.97,0.233
2026-07-01 10:51:20.152326,Mansarovar,463.2,4.06,0.262
2026-07-01 11:51:20.152326,Mansarovar,568.8,4.7,0.151
2026-07-01 12:51:20.152326,Mansarovar,559.4,4.63,0.321
2026-07-01 13:51:20.152326,Mansarovar,469.6,4.65,0.266
2026-07-01 14:51:20.152326,Mansarovar,442.1,4.63,0.271
2026-07-01 15:51:20.152326,Mansarovar,474.5,4.67,0.191
2026-07-01 16:51:20.152326,Mansarovar,472.3,4.74,0.351
2026-07-01 17:51:20.152326,Mansarovar,491.6,4.8,0.198
2026-07-01 18:51:20.152326,Mansarovar,654.1,4.12,0.061
2026-07-01 19:51:20.152326,Mansarovar,668.3,3.99,0.013
2026-07-01 20:51:20.152326,Mansarovar,717.0,4.13,0.376
2026-07-01 21:51:20.152326,Mansarovar,624.8,4.55,0.069
2026-07-01 22:51:20.152326,Mansarovar,541.2,4.7,0.012
2026-07-01 23:51:20.152326,Mansarovar,531.3,4.71,0.418
2026-07-02 00:51:20.152326,Mansarovar,491.4,4.61,0.112
2026-07-02 01:51:20.152326,Mansarovar,547.4,4.62,0.22
2026-07-02 02:51:20.152326,Mansarovar,531.5,4.44,0.099
2026-07-02 03:51:20.152326,Mansarovar,483.9,4.68,0.11
2026-07-02 04:51:20.152326,Mansarovar,452.2,4.72,0.13
2026-07-02 05:51:20.152326,Mansarovar,491.5,5.14,0.097
2026-07-02 06:51:20.152326,Mansarovar,671.0,4.38,0.057
2026-07-02 07:51:20.152326,Mansarovar,708.5,4.35,0.101
2026-07-02 08:51:20.152326,Mansarovar,723.1,4.54,0.088
2026-07-02 09:51:20.152326,Mansarovar,718.6,4.67,0.032
2026-07-02 10:51:20.152326,Mansarovar,455.8,4.89,0.306
2026-07-02 11:51:20.152326,Mansarovar,543.4,4.87,0.071
2026-07-02 12:51:20.152326,Mansarovar,572.8,4.93,0.25
2026-07-02 13:51:20.152326,Mansarovar,452.5,4.17,0.432
2026-07-02 14:51:20.152326,Mansarovar,569.0,4.44,0.062
2026-07-02 15:51:20.152326,Mansarovar,503.9,4.82,0.26
2026-07-02 16:51:20.152326,Mansarovar,474.1,4.59,0.216
2026-07-02 17:51:20.152326,Mansarovar,471.0,4.4,0.085
2026-07-02 18:51:20.152326,Mansarovar,584.6,4.84,0.057
2026-07-02 19:51:20.152326,Mansarovar,717.1,4.76,0.149
2026-07-02 20:51:20.152326,Mansarovar,623.9,4.72,0.057
2026-07-02 21:51:20.152326,Mansarovar,617.8,4.48,0.331
2026-07-02 22:51:20.152326,Mansarovar,511.2,4.8,0.096
2026-07-02 23:51:20.152326,Mansarovar,511.4,4.78,0.255
2026-07-03 00:51:20.152326,Mansarovar,511.1,4.25,0.174
2026-07-03 01:51:20.152326,Mansarovar,528.0,4.32,0.259
2026-07-03 02:51:20.152326,Mansarovar,539.2,4.53,0.201
2026-07-03 03:51:20.152326,Mansarovar,503.6,4.77,0.151
2026-07-03 04:51:20.152326,Mansarovar,482.3,4.87,0.128
2026-07-03 05:51:20.152326,Mansarovar,430.1,4.42,0.054
2026-07-03 06:51:20.152326,Mansarovar,719.7,4.7,0.167
2026-07-03 07:51:20.152326,Mansarovar,713.1,4.4,0.156
2026-07-03 08:51:20.152326,Mansarovar,685.3,4.8,0.119
2026-07-03 09:51:20.152326,Mansarovar,688.8,4.06,0.072
2026-07-03 10:51:20.152326,Mansarovar,532.9,4.26,0.148
2026-07-03 11:51:20.152326,Mansarovar,513.3,4.76,0.077
2026-07-03 12:51:20.152326,Mansarovar,501.0,4.46,0.16
2026-07-03 13:51:20.152326,Mansarovar,516.6,4.72,0.267
2026-07-03 14:51:20.152326,Mansarovar,484.3,4.46,0.055
2026-07-03 15:51:20.152326,Mansarovar,528.6,4.38,0.174
2026-07-03 16:51:20.152326,Mansarovar,541.1,4.35,0.278
2026-07-03 17:51:20.152326,Mansarovar,546.8,4.3,0.116
2026-07-03 18:51:20.152326,Mansarovar,667.2,4.96,0.031
2026-07-03 19:51:20.152326,Mansarovar,567.7,4.47,0.11
2026-07-03 20:51:20.152326,Mansarovar,631.4,4.65,0.238
2026-07-03 21:51:20.152326,Mansarovar,690.5,4.45,0.285
2026-07-03 22:51:20.152326,Mansarovar,473.7,4.47,0.214
2026-07-03 23:51:20.152326,Mansarovar,537.8,4.97,0.227
2026-07-04 00:51:20.152326,Mansarovar,449.7,4.75,0.002
2026-07-04 01:51:20.152326,Mansarovar,479.3,5.09,0.188
2026-07-04 02:51:20.152326,Mansarovar,461.2,4.08,0.051
2026-07-04 03:51:20.152326,Mansarovar,499.0,4.14,0.419
2026-07-04 04:51:20.152326,Mansarovar,442.5,4.63,0.007
2026-07-04 05:51:20.152326,Mansarovar,487.5,4.75,0.162
2026-07-04 06:51:20.152326,Mansarovar,669.0,3.99,0.087
2026-07-04 07:51:20.152326,Mansarovar,732.1,4.75,0.171
2026-07-04 08:51:20.152326,Mansarovar,725.9,4.61,0.149
2026-07-04 09:51:20.152326,Mansarovar,705.5,4.63,0.165
2026-07-04 10:51:20.152326,Mansarovar,504.6,4.45,0.243
2026-07-04 11:51:20.152326,Mansarovar,500.8,4.24,0.013
2026-07-04 12:51:20.152326,Mansarovar,474.8,4.47,0.058
2026-07-04 13:51:20.152326,Mansarovar,527.5,4.21,0.032
2026-07-04 14:51:20.152326,Mansarovar,418.8,4.59,0.398
2026-07-04 15:51:20.152326,Mansarovar,472.8,4.46,0.174
2026-07-04 16:51:20.152326,Mansarovar,494.8,4.85,0.334
2026-07-04 17:51:20.152326,Mansarovar,484.8,4.67,0.069
2026-07-04 18:51:20.152326,Mansarovar,702.5,4.6,0.041
2026-07-04 19:51:20.152326,Mansarovar,655.4,3.86,0.322
2026-07-04 20:51:20.152326,Mansarovar,625.9,4.81,0.006
2026-07-04 21:51:20.152326,Mansarovar,579.1,4.67,0.093
2026-07-04 22:51:20.152326,Mansarovar,491.4,4.06,0.259
2026-07-04 23:51:20.152326,Mansarovar,522.7,5.1,0.134
2026-07-05 00:51:20.152326,Mansarovar,544.6,4.67,0.051
2026-07-05 01:51:20.152326,Mansarovar,487.8,4.58,0.17
2026-07-05 02:51:20.152326,Mansarovar,490.5,4.32,0.273
2026-07-05 03:51:20.152326,Mansarovar,572.3,3.97,0.267
2026-07-05 04:51:20.152326,Mansarovar,513.5,4.62,0.161
2026-07-05 05:51:20.152326,Mansarovar,517.9,4.22,0.166
2026-07-05 06:51:20.152326,Mansarovar,686.2,4.69,0.034
2026-07-05 07:51:20.152326,Mansarovar,647.4,4.26,0.164
2026-07-05 08:51:20.152326,Mansarovar,684.4,4.67,0.39
2026-07-05 09:51:20.152326,Mansarovar,657.6,4.53,0.238
2026-07-05 10:51:20.152326,Mansarovar,503.9,4.42,0.315
2026-07-05 11:51:20.152326,Mansarovar,544.4,4.99,0.295
2026-07-05 12:51:20.152326,Mansarovar,544.5,4.55,0.069
2026-07-05 13:51:20.152326,Mansarovar,520.2,3.79,0.226
2026-07-05 14:51:20.152326,Mansarovar,461.3,5.07,0.158
2026-07-05 15:51:20.152326,Mansarovar,464.0,3.85,0.029
2026-07-05 16:51:20.152326,Mansarovar,464.6,4.48,0.008
2026-07-05 17:51:20.152326,Mansarovar,496.1,4.71,0.145
2026-07-05 18:51:20.152326,Mansarovar,715.0,4.4,0.159
2026-07-05 19:51:20.152326,Mansarovar,656.0,4.03,0.255
2026-07-05 20:51:20.152326,Mansarovar,687.2,4.98,0.223
2026-07-05 21:51:20.152326,Mansarovar,637.9,4.47,0.035
2026-07-05 22:51:20.152326,Mansarovar,576.2,4.83,0.189
2026-07-05 23:51:20.152326,Mansarovar,477.5,4.7,0.055
2026-07-06 00:51:20.152326,Mansarovar,529.2,4.53,0.012
2026-07-06 01:51:20.152326,Mansarovar,471.6,4.5,0.132
2026-07-06 02:51:20.152326,Mansarovar,439.3,5.05,0.054
2026-07-06 03:51:20.152326,Mansarovar,511.7,4.74,0.075
2026-07-06 04:51:20.152326,Mansarovar,481.3,4.88,0.076
2026-07-06 05:51:20.152326,Mansarovar,571.5,4.09,0.119
2026-07-06 06:51:20.152326,Mansarovar,671.4,4.76,0.427
2026-07-06 07:51:20.152326,Mansarovar,685.9,4.9,0.156
2026-07-06 08:51:20.152326,Mansarovar,603.7,4.09,0.169
2026-07-06 09:51:20.152326,Mansarovar,748.6,4.21,0.018
2026-07-06 10:51:20.152326,Mansarovar,550.9,4.31,0.135
2026-07-06 11:51:20.152326,Mansarovar,471.7,4.04,0.458
2026-07-06 12:51:20.152326,Mansarovar,534.8,4.56,0.056
2026-07-06 13:51:20.152326,Mansarovar,467.5,4.01,0.24
2026-07-06 14:51:20.152326,Mansarovar,511.2,5.14,0.197
2026-07-06 15:51:20.152326,Mansarovar,515.3,4.59,0.109
2026-07-06 16:51:20.152326,Mansarovar,529.7,4.32,0.047
2026-07-06 17:51:20.152326,Mansarovar,520.9,4.13,0.239
2026-07-06 18:51:20.152326,Mansarovar,618.0,4.57,0.149
2026-07-06 19:51:20.152326,Mansarovar,553.9,4.39,0.039
2026-07-06 20:51:20.152326,Mansarovar,563.0,4.32,0.067
2026-07-06 21:51:20.152326,Mansarovar,595.0,4.39,0.119
2026-07-06 22:51:20.152326,Mansarovar,461.1,4.31,0.054
2026-07-06 23:51:20.152326,Mansarovar,543.8,4.55,0.177
2026-07-07 00:51:20.152326,Mansarovar,483.5,4.51,0.128
2026-07-07 01:51:20.152326,Mansarovar,502.3,4.35,0.078
2026-07-07 02:51:20.152326,Mansarovar,437.0,4.82,0.116
2026-07-07 03:51:20.152326,Mansarovar,540.7,4.19,0.009
2026-07-07 04:51:20.152326,Mansarovar,532.1,4.64,0.253
2026-07-07 05:51:20.152326,Mansarovar,523.8,4.62,0.09
2026-07-07 06:51:20.152326,Mansarovar,692.0,4.44,0.072
2026-07-07 07:51:20.152326,Mansarovar,698.4,3.96,0.034
2026-07-07 08:51:20.152326,Mansarovar,765.3,3.84,0.152
2026-07-07 09:51:20.152326,Mansarovar,676.1,4.27,0.013
2026-07-07 10:51:20.152326,Mansarovar,507.5,4.68,0.201
2026-07-07 11:51:20.152326,Mansarovar,506.5,4.13,0.193
2026-07-07 12:51:20.152326,Mansarovar,474.4,4.61,0.195
2026-07-07 13:51:20.152326,Mansarovar,507.8,4.46,0.209
2026-07-07 14:51:20.152326,Mansarovar,516.4,4.52,0.287
2026-07-07 15:51:20.152326,Mansarovar,541.5,4.89,0.137
2026-07-07 16:51:20.152326,Mansarovar,489.3,4.19,0.15
2026-07-07 17:51:20.152326,Mansarovar,495.1,4.23,0.143
2026-07-07 18:51:20.152326,Mansarovar,602.9,4.49,0.149
2026-07-07 19:51:20.152326,Mansarovar,725.2,4.25,0.257
2026-07-07 20:51:20.152326,Mansarovar,627.9,4.4,0.119
2026-07-07 21:51:20.152326,Mansarovar,669.9,4.29,0.168
2026-07-07 22:51:20.152326,Mansarovar,496.2,4.71,0.236
2026-07-07 23:51:20.152326,Mansarovar,542.1,4.7,0.171
2026-07-08 00:51:20.152326,Mansarovar,566.9,3.97,0.179
2026-07-08 01:51:20.152326,Mansarovar,525.6,4.88,0.169
2026-07-08 02:51:20.152326,Mansarovar,505.5,4.73,0.032
2026-07-08 03:51:20.152326,Mansarovar,459.3,4.93,0.05
2026-07-08 04:51:20.152326,Mansarovar,503.2,4.22,0.116
2026-07-08 05:51:20.152326,Mansarovar,478.3,4.13,0.133
2026-07-08 06:51:20.152326,Mansarovar,750.9,5.14,0.158
2026-07-08 07:51:20.152326,Mansarovar,690.8,4.01,0.132
2026-07-08 08:51:20.152326,Mansarovar,692.0,3.93,0.05
2026-07-08 09:51:20.152326,Mansarovar,708.5,4.55,0.441
2026-07-08 10:51:20.152326,Mansarovar,524.9,4.37,0.059
2026-07-08 11:51:20.152326,Mansarovar,489.7,4.5,0.101
2026-07-08 12:51:20.152326,Mansarovar,447.7,4.35,0.108
2026-07-08 13:51:20.152326,Mansarovar,552.1,5.16,0.129
2026-07-08 14:51:20.152326,Mansarovar,536.6,4.3,0.04
2026-07-08 15:51:20.152326,Mansarovar,489.0,4.17,0.06
2026-07-08 16:51:20.152326,Mansarovar,459.0,4.32,0.248
2026-07-08 17:51:20.152326,Mansarovar,529.1,4.46,0.584
2026-07-08 18:51:20.152326,Mansarovar,714.9,4.09,0.071
2026-07-08 19:51:20.152326,Mansarovar,685.9,4.42,0.095
2026-07-08 20:51:20.152326,Mansarovar,591.7,4.72,0.238
2026-07-08 21:51:20.152326,Mansarovar,684.2,4.71,0.09
2026-07-08 22:51:20.152326,Mansarovar,544.4,4.2,0.128
2026-07-08 23:51:20.152326,Mansarovar,563.7,4.78,0.474
2026-07-09 00:51:20.152326,Mansarovar,496.4,4.49,0.123
2026-07-09 01:51:20.152326,Mansarovar,446.4,5.06,0.148
2026-07-09 02:51:20.152326,Mansarovar,545.2,4.5,0.11
2026-07-09 03:51:20.152326,Mansarovar,529.1,3.88,0.097
2026-07-09 04:51:20.152326,Mansarovar,476.3,5.13,0.127
2026-07-09 05:51:20.152326,Mansarovar,518.0,4.47,0.133
2026-07-09 06:51:20.152326,Mansarovar,681.2,4.47,0.26
2026-07-09 07:51:20.152326,Mansarovar,642.0,4.22,0.243
2026-07-09 08:51:20.152326,Mansarovar,712.1,4.29,0.034
2026-07-09 09:51:20.152326,Mansarovar,632.6,4.72,0.12
2026-07-09 10:51:20.152326,Mansarovar,450.1,4.32,0.134
2026-07-09 11:51:20.152326,Mansarovar,495.3,4.67,0.242
2026-07-09 12:51:20.152326,Mansarovar,468.2,4.37,0.255
2026-07-09 13:51:20.152326,Mansarovar,467.2,4.55,0.128
2026-07-09 14:51:20.152326,Mansarovar,538.9,3.94,0.291
2026-07-09 15:51:20.152326,Mansarovar,481.7,4.3,0.23
2026-07-09 16:51:20.152326,Mansarovar,612.8,4.49,0.045
2026-07-09 17:51:20.152326,Mansarovar,444.8,4.72,0.135
2026-07-09 18:51:20.152326,Mansarovar,681.7,5.16,0.175
2026-07-09 19:51:20.152326,Mansarovar,704.2,4.66,0.177
2026-07-09 20:51:20.152326,Mansarovar,623.1,4.47,0.045
2026-07-09 21:51:20.152326,Mansarovar,648.2,4.25,0.133
2026-07-09 22:51:20.152326,Mansarovar,471.5,4.75,0.026
2026-07-09 23:51:20.152326,Mansarovar,478.5,4.84,0.464
2026-07-10 00:51:20.152326,Mansarovar,524.8,4.68,0.164
2026-07-10 01:51:20.152326,Mansarovar,531.2,4.04,0.056
2026-07-10 02:51:20.152326,Mansarovar,533.5,4.47,0.299
2026-07-10 03:51:20.152326,Mansarovar,515.8,4.42,0.144
2026-07-10 04:51:20.152326,Mansarovar,487.7,4.63,0.426
2026-07-10 05:51:20.152326,Mansarovar,481.6,4.54,0.135
2026-07-10 06:51:20.152326,Mansarovar,631.9,4.48,0.143
2026-07-10 07:51:20.152326,Mansarovar,707.8,3.83,0.075
2026-07-10 08:51:20.152326,Mansarovar,697.2,4.55,0.05
2026-07-10 09:51:20.152326,Mansarovar,604.1,4.59,0.04
2026-07-10 10:51:20.152326,Mansarovar,489.5,4.22,0.266
2026-07-10 11:51:20.152326,Mansarovar,516.0,4.7,0.062
2026-07-10 12:51:20.152326,Mansarovar,519.0,4.55,0.156
2026-07-10 13:51:20.152326,Mansarovar,493.5,4.48,0.027
2026-07-10 14:51:20.152326,Mansarovar,466.1,4.12,0.056
2026-07-10 15:51:20.152326,Mansarovar,461.6,4.95,0.222
2026-07-10 16:51:20.152326,Mansarovar,508.3,4.27,0.059
2026-07-10 17:51:20.152326,Mansarovar,475.1,4.38,0.1
2026-07-10 18:51:20.152326,Mansarovar,633.5,4.28,0.196
2026-07-10 19:51:20.152326,Mansarovar,672.4,4.62,0.296
2026-07-10 20:51:20.152326,Mansarovar,600.9,4.35,0.124
2026-07-10 21:51:20.152326,Mansarovar,664.6,4.94,0.145
2026-07-10 22:51:20.152326,Mansarovar,428.5,4.7,0.184
2026-07-10 23:51:20.152326,Mansarovar,498.3,4.75,0.18
2026-07-11 00:51:20.152326,Mansarovar,480.9,4.65,0.211
2026-07-11 01:51:20.152326,Mansarovar,502.1,4.25,0.064
2026-07-11 02:51:20.152326,Mansarovar,513.1,4.64,0.071
2026-07-11 03:51:20.152326,Mansarovar,515.2,4.57,0.053
2026-07-11 04:51:20.152326,Mansarovar,484.3,3.9,0.078
2026-07-11 05:51:20.152326,Mansarovar,489.3,4.55,0.238
2026-07-11 06:51:20.152326,Mansarovar,663.1,4.3,0.11
2026-07-11 07:51:20.152326,Mansarovar,659.6,4.72,0.052
2026-07-11 08:51:20.152326,Mansarovar,633.7,4.66,0.141
2026-07-11 09:51:20.152326,Mansarovar,729.8,4.45,0.037
2026-07-11 10:51:20.152326,Mansarovar,497.9,4.79,0.022
2026-07-11 11:51:20.152326,Mansarovar,515.8,4.88,0.193
2026-07-11 12:51:20.152326,Mansarovar,477.1,4.45,0.168
2026-07-11 13:51:20.152326,Mansarovar,484.1,4.54,0.097
2026-07-11 14:51:20.152326,Mansarovar,476.1,4.87,0.239
2026-07-11 15:51:20.152326,Mansarovar,491.4,4.4,0.117
2026-07-11 16:51:20.152326,Mansarovar,528.5,4.32,0.142
2026-07-11 17:51:20.152326,Mansarovar,497.7,4.04,0.388
2026-07-11 18:51:20.152326,Mansarovar,643.9,4.37,0.081
2026-07-11 19:51:20.152326,Mansarovar,695.4,4.3,0.134
2026-07-11 20:51:20.152326,Mansarovar,603.3,3.72,0.098
2026-07-11 21:51:20.152326,Mansarovar,699.8,4.56,0.152
2026-07-11 22:51:20.152326,Mansarovar,442.3,4.48,0.1
2026-07-11 23:51:20.152326,Mansarovar,517.6,4.75,0.228
2026-07-12 00:51:20.152326,Mansarovar,520.5,4.63,0.235
2026-07-12 01:51:20.152326,Mansarovar,485.8,4.47,0.113
2026-07-12 02:51:20.152326,Mansarovar,473.6,4.67,0.369
2026-07-12 03:51:20.152326,Mansarovar,518.2,3.61,0.092
2026-07-12 04:51:20.152326,Mansarovar,510.0,4.8,0.175
2026-07-12 05:51:20.152326,Mansarovar,513.0,4.79,0.304
2026-07-12 06:51:20.152326,Mansarovar,699.3,4.55,0.14
2026-07-12 07:51:20.152326,Mansarovar,823.9,4.28,0.095
2026-07-12 08:51:20.152326,Mansarovar,722.9,4.61,0.14
2026-07-12 09:51:20.152326,Mansarovar,745.1,4.34,0.245
2026-07-12 10:51:20.152326,Mansarovar,557.4,4.61,0.44
2026-07-12 11:51:20.152326,Mansarovar,506.1,4.66,0.091
2026-07-12 12:51:20.152326,Mansarovar,515.6,4.11,0.291
2026-07-12 13:51:20.152326,Mansarovar,519.1,4.59,0.093
2026-07-12 14:51:20.152326,Mansarovar,529.7,4.74,0.102
2026-07-12 15:51:20.152326,Mansarovar,533.5,4.24,0.011
2026-07-12 16:51:20.152326,Mansarovar,547.0,4.82,0.049
2026-07-12 17:51:20.152326,Mansarovar,500.3,4.59,0.077
2026-07-12 18:51:20.152326,Mansarovar,631.6,4.33,0.2
2026-07-12 19:51:20.152326,Mansarovar,699.0,4.47,0.108
2026-07-12 20:51:20.152326,Mansarovar,594.4,4.16,0.03
2026-07-12 21:51:20.152326,Mansarovar,633.3,4.31,0.052
2026-07-12 22:51:20.152326,Mansarovar,478.4,4.37,0.255
2026-07-12 23:51:20.152326,Mansarovar,491.5,4.26,0.392
2026-07-13 00:51:20.152326,Mansarovar,524.4,4.49,0.153
2026-07-13 01:51:20.152326,Mansarovar,482.2,4.74,0.036
2026-07-13 02:51:20.152326,Mansarovar,499.7,4.49,0.259
2026-07-13 03:51:20.152326,Mansarovar,473.4,4.35,0.053
2026-07-13 04:51:20.152326,Mansarovar,486.9,4.36,0.039
2026-07-13 05:51:20.152326,Mansarovar,545.8,4.45,0.59
2026-07-13 06:51:20.152326,Mansarovar,716.9,4.55,0.241
2026-07-13 07:51:20.152326,Mansarovar,766.8,4.89,0.035
2026-07-13 08:51:20.152326,Mansarovar,766.3,4.24,0.106
2026-07-13 09:51:20.152326,Mansarovar,677.1,4.14,0.04
2026-07-13 10:51:20.152326,Mansarovar,464.7,4.5,0.304
2026-07-13 11:51:20.152326,Mansarovar,564.3,4.77,0.284
